Date,Real_Close,Predicted_Close
2017-10-04,2537.73999,2437.8833
2017-10-05,2552.070068,2442.8372
2017-10-06,2549.330078,2447.7385
2017-10-09,2544.7299800000005,2453.0417
2017-10-10,2550.639893,2459.507
2017-10-11,2555.23999,2462.805
2017-10-12,2550.9299320000005,2465.158
2017-10-13,2553.1699220000005,2465.9531
2017-10-16,2557.639893,2466.3315
2017-10-17,2559.3601070000004,2469.6042
2017-10-18,2561.26001,2473.1099
2017-10-19,2562.100098,2475.2747
2017-10-20,2575.209961,2477.691
2017-10-23,2564.97998,2478.729
2017-10-24,2569.129883,2479.7124
2017-10-25,2557.1499020000006,2479.4587
2017-10-26,2560.3999020000006,2477.357
2017-10-27,2581.0700680000004,2475.1755
2017-10-30,2572.830078,2474.239
2017-10-31,2575.2600100000004,2474.5815
2017-11-01,2579.360107,2476.9016
2017-11-02,2579.8500980000003,2478.0168
2017-11-03,2587.840088,2477.5884
2017-11-06,2591.1298830000005,2479.0342
2017-11-07,2590.6398930000005,2480.941
2017-11-08,2594.379883,2483.1255
2017-11-09,2584.6201170000004,2483.7764
2017-11-10,2582.3000490000004,2483.4988
2017-11-13,2584.840088,2484.8203
2017-11-14,2578.870117,2485.468
2017-11-15,2564.620117,2484.7417
2017-11-16,2585.6398930000005,2483.6848
2017-11-17,2578.8500980000003,2485.5176
2017-11-20,2582.139893,2487.0955
2017-11-21,2599.030029,2489.5422
2017-11-22,2597.080078,2491.6467
2017-11-24,2602.4199220000005,2495.4678
2017-11-27,2601.4199220000005,2505.1006
2017-11-28,2627.040039,2506.7026
2017-11-29,2626.070068,2507.7197
2017-11-30,2647.580078,2506.1047
2017-12-01,2642.219971,2502.725
2017-12-04,2639.439941,2501.603
2017-12-05,2629.570068,2500.7324
2017-12-06,2629.27002,2502.1772
2017-12-07,2636.97998,2504.496
2017-12-08,2651.5,2506.753
2017-12-11,2659.98999,2510.6555
2017-12-12,2664.110107,2514.6663
2017-12-13,2662.850098,2516.0085
2017-12-14,2652.01001,2516.8425
2017-12-15,2675.810059,2516.047
2017-12-18,2690.1599120000005,2508.1526
2017-12-19,2681.469971,2508.6257
2017-12-20,2679.25,2512.159
2017-12-21,2684.570068,2516.7896
2017-12-22,2683.340088,2521.2043
2017-12-26,2680.5000000000005,2529.42
2017-12-27,2682.620117,2538.4458
2017-12-28,2687.5400390000004,2545.3108
2017-12-29,2673.6101070000004,2551.5398
2018-01-02,2695.8100590000004,2555.0354
2018-01-03,2713.0600590000004,2552.7935
2018-01-04,2723.98999,2551.1182
2018-01-05,2743.149902,2549.5781
2018-01-08,2747.7099610000005,2551.6802
2018-01-09,2751.290039,2554.305
2018-01-10,2748.22998,2556.245
2018-01-11,2767.560059,2556.6301
2018-01-12,2786.23999,2557.3162
2018-01-16,2776.4199220000005,2558.5757
2018-01-17,2802.560059,2557.2964
2018-01-18,2798.0300290000005,2558.8086
2018-01-19,2810.3000490000004,2560.1965
2018-01-22,2832.9699710000004,2562.1882
2018-01-23,2839.129883,2566.145
2018-01-24,2837.540039,2570.0315
2018-01-25,2839.2500000000005,2571.5325
2018-01-26,2872.8701170000004,2573.1448
2018-01-29,2853.530029,2577.862
2018-01-30,2822.429932,2581.7979
2018-01-31,2823.810059,2582.134
2018-02-01,2821.9799800000005,2581.7034
2018-02-02,2762.1298830000005,2581.8787
2018-02-05,2648.9399410000005,2578.349
2018-02-06,2695.139893,2564.7334
2018-02-07,2681.659912,2547.9575
2018-02-08,2581.0,2537.0793
2018-02-09,2619.550049,2520.2021
2018-02-12,2656.0000000000005,2503.8196
2018-02-13,2662.9399410000005,2497.7637
2018-02-14,2698.629883,2496.7908
2018-02-15,2731.199951,2497.275
2018-02-16,2732.2199710000004,2502.3838
2018-02-20,2716.26001,2507.8484
2018-02-21,2701.330078,2511.3713
2018-02-22,2703.9599610000005,2513.6594
2018-02-23,2747.3000490000004,2515.0393
2018-02-26,2779.600098,2519.7554
2018-02-27,2744.280029,2525.222
2018-02-28,2713.8300780000004,2528.981
2018-03-01,2677.6699220000005,2529.443
2018-03-02,2691.25,2526.229
2018-03-05,2720.939941,2524.8809
2018-03-06,2728.1201170000004,2525.4502
2018-03-07,2726.8000490000004,2529.3247
2018-03-08,2738.969971,2532.778
2018-03-09,2786.5700680000004,2538.491
2018-03-12,2783.02002,2545.4517
2018-03-13,2765.3100590000004,2553.2812
2018-03-14,2749.4799800000005,2560.7896
2018-03-15,2747.330078,2564.5918
2018-03-16,2752.01001,2567.6135
2018-03-19,2712.919922,2562.267
2018-03-20,2716.9399410000005,2562.4075
2018-03-21,2711.9299320000005,2562.6262
2018-03-22,2643.6899410000005,2563.3472
2018-03-23,2588.2600100000004,2557.4097
2018-03-26,2658.5500490000004,2548.0364
2018-03-27,2612.620117,2543.0461
2018-03-28,2605.0000000000005,2536.3474
2018-03-29,2640.870117,2528.0847
2018-04-02,2581.8798830000005,2524.0212
2018-04-03,2614.449951,2516.4172
2018-04-04,2644.6899410000005,2510.7695
2018-04-05,2662.8400880000004,2508.3235
2018-04-06,2604.469971,2509.9631
2018-04-09,2613.159912,2508.5227
2018-04-10,2656.8701170000004,2508.4263
2018-04-11,2642.189941,2508.915
2018-04-12,2663.98999,2510.7307
2018-04-13,2656.300049,2513.815
2018-04-16,2677.8400880000004,2516.7468
2018-04-17,2706.389893,2519.9663
2018-04-18,2708.639893,2524.3494
