Date,Real_Close,Predicted_Close
2017-10-04,2537.73999,2506.293
2017-10-05,2552.070068,2513.65
2017-10-06,2549.330078,2522.2573
2017-10-09,2544.7299800000005,2527.9443
2017-10-10,2550.639893,2534.0293
2017-10-11,2555.23999,2534.6943
2017-10-12,2550.9299320000005,2538.6887
2017-10-13,2553.1699220000005,2537.8406
2017-10-16,2557.639893,2540.4348
2017-10-17,2559.3601070000004,2540.7898
2017-10-18,2561.26001,2542.2263
2017-10-19,2562.100098,2545.3618
2017-10-20,2575.209961,2544.5176
2017-10-23,2564.97998,2545.9875
2017-10-24,2569.129883,2549.4895
2017-10-25,2557.1499020000006,2550.9758
2017-10-26,2560.3999020000006,2542.246
2017-10-27,2581.0700680000004,2543.286
2017-10-30,2572.830078,2548.676
2017-10-31,2575.2600100000004,2550.9724
2017-11-01,2579.360107,2549.2688
2017-11-02,2579.8500980000003,2547.005
2017-11-03,2587.840088,2546.0557
2017-11-06,2591.1298830000005,2553.3142
2017-11-07,2590.6398930000005,2556.7996
2017-11-08,2594.379883,2551.8752
2017-11-09,2584.6201170000004,2553.6182
2017-11-10,2582.3000490000004,2551.7776
2017-11-13,2584.840088,2552.5686
2017-11-14,2578.870117,2557.0342
2017-11-15,2564.620117,2554.0447
2017-11-16,2585.6398930000005,2549.9358
2017-11-17,2578.8500980000003,2555.3162
2017-11-20,2582.139893,2556.6167
2017-11-21,2599.030029,2562.6904
2017-11-22,2597.080078,2565.4102
2017-11-24,2602.4199220000005,2576.8252
2017-11-27,2601.4199220000005,2598.385
2017-11-28,2627.040039,2578.0012
2017-11-29,2626.070068,2581.4863
2017-11-30,2647.580078,2577.9426
2017-12-01,2642.219971,2575.388
2017-12-04,2639.439941,2580.7163
2017-12-05,2629.570068,2585.13
2017-12-06,2629.27002,2588.0789
2017-12-07,2636.97998,2592.545
2017-12-08,2651.5,2594.8684
2017-12-11,2659.98999,2602.6433
2017-12-12,2664.110107,2608.74
2017-12-13,2662.850098,2610.4792
2017-12-14,2652.01001,2615.1475
2017-12-15,2675.810059,2611.5728
2017-12-18,2690.1599120000005,2593.1128
2017-12-19,2681.469971,2619.4685
2017-12-20,2679.25,2627.112
2017-12-21,2684.570068,2632.1067
2017-12-22,2683.340088,2637.8843
2017-12-26,2680.5000000000005,2648.089
2017-12-27,2682.620117,2656.383
2017-12-28,2687.5400390000004,2657.5374
2017-12-29,2673.6101070000004,2661.8882
2018-01-02,2695.8100590000004,2660.1956
2018-01-03,2713.0600590000004,2649.7944
2018-01-04,2723.98999,2651.7654
2018-01-05,2743.149902,2655.174
2018-01-08,2747.7099610000005,2665.2646
2018-01-09,2751.290039,2670.6252
2018-01-10,2748.22998,2672.8433
2018-01-11,2767.560059,2673.2344
2018-01-12,2786.23999,2678.2449
2018-01-16,2776.4199220000005,2688.4744
2018-01-17,2802.560059,2683.2031
2018-01-18,2798.0300290000005,2696.2705
2018-01-19,2810.3000490000004,2703.8684
2018-01-22,2832.9699710000004,2711.667
2018-01-23,2839.129883,2722.545
2018-01-24,2837.540039,2732.1836
2018-01-25,2839.2500000000005,2733.0337
2018-01-26,2872.8701170000004,2741.5122
2018-01-29,2853.530029,2758.0383
2018-01-30,2822.429932,2760.441
2018-01-31,2823.810059,2750.5745
2018-02-01,2821.9799800000005,2749.7668
2018-02-02,2762.1298830000005,2750.887
2018-02-05,2648.9399410000005,2730.253
2018-02-06,2695.139893,2671.7502
2018-02-07,2681.659912,2641.254
2018-02-08,2581.0,2640.3416
2018-02-09,2619.550049,2593.181
2018-02-12,2656.0000000000005,2570.4358
2018-02-13,2662.9399410000005,2591.6572
2018-02-14,2698.629883,2603.7322
2018-02-15,2731.199951,2610.7842
2018-02-16,2732.2199710000004,2633.4885
2018-02-20,2716.26001,2649.8162
2018-02-21,2701.330078,2656.3848
2018-02-22,2703.9599610000005,2655.8142
2018-02-23,2747.3000490000004,2659.9692
2018-02-26,2779.600098,2678.4785
2018-02-27,2744.280029,2695.6038
2018-02-28,2713.8300780000004,2694.052
2018-03-01,2677.6699220000005,2683.6716
2018-03-02,2691.25,2664.1504
2018-03-05,2720.939941,2663.358
2018-03-06,2728.1201170000004,2670.2988
2018-03-07,2726.8000490000004,2678.8901
2018-03-08,2738.969971,2681.2048
2018-03-09,2786.5700680000004,2687.885
2018-03-12,2783.02002,2707.8704
2018-03-13,2765.3100590000004,2723.5928
2018-03-14,2749.4799800000005,2723.446
2018-03-15,2747.330078,2725.455
2018-03-16,2752.01001,2719.5886
2018-03-19,2712.919922,2695.8342
2018-03-20,2716.9399410000005,2699.7783
2018-03-21,2711.9299320000005,2697.2844
2018-03-22,2643.6899410000005,2691.5654
2018-03-23,2588.2600100000004,2657.2942
2018-03-26,2658.5500490000004,2626.5476
2018-03-27,2612.620117,2631.3455
2018-03-28,2605.0000000000005,2617.0437
2018-03-29,2640.870117,2603.764
2018-04-02,2581.8798830000005,2610.0398
2018-04-03,2614.449951,2594.1118
2018-04-04,2644.6899410000005,2595.544
2018-04-05,2662.8400880000004,2599.7087
2018-04-06,2604.469971,2613.1685
2018-04-09,2613.159912,2601.2776
2018-04-10,2656.8701170000004,2605.705
2018-04-11,2642.189941,2614.2756
2018-04-12,2663.98999,2622.1328
2018-04-13,2656.300049,2630.6414
2018-04-16,2677.8400880000004,2637.867
2018-04-17,2706.389893,2648.0671
2018-04-18,2708.639893,2655.9697
2018-04-19,2693.1298830000005,2660.651
2018-04-20,2670.1398930000005,2659.679
2018-04-23,2670.2900390000004,2649.6873
2018-04-24,2634.560059,2650.475
2018-04-25,2639.399902,2628.957
2018-04-26,2666.939941,2623.0876
2018-04-27,2669.9099120000005,2624.5352
2018-04-30,2648.050049,2630.0476
2018-05-01,2654.800049,2623.8152
2018-05-02,2635.6699220000005,2624.6235
2018-05-03,2629.72998,2613.0198
2018-05-04,2663.4199220000005,2607.2231
2018-05-07,2672.6298830000005,2616.9978
2018-05-08,2671.919922,2626.7688
2018-05-09,2697.7900390000004,2622.8296
2018-05-10,2723.070068,2629.7542
2018-05-11,2727.719971,2648.9707
2018-05-14,2730.129883,2661.0068
2018-05-15,2711.4499510000005,2669.0178
2018-05-16,2722.4599610000005,2664.972
2018-05-17,2720.129883,2670.1929
2018-05-18,2712.9699710000004,2669.4436
2018-05-21,2733.0100100000004,2667.9834
2018-05-22,2724.439941,2678.0125
2018-05-23,2733.2900390000004,2676.8445
2018-05-24,2727.76001,2680.915
2018-05-25,2721.3300780000004,2682.089
2018-05-29,2689.8601070000004,2685.2468
2018-05-30,2724.0100100000004,2666.5076
2018-05-31,2705.2700200000004,2673.7083
2018-06-01,2734.620117,2661.947
2018-06-04,2746.870117,2674.89
2018-06-05,2748.800049,2686.768
2018-06-06,2772.3500980000003,2692.3752
2018-06-07,2770.370117,2700.242
2018-06-08,2779.030029,2706.1023
2018-06-11,2782.0,2717.0244
2018-06-12,2786.850098,2721.4907
2018-06-13,2775.6298830000005,2724.4902
2018-06-14,2782.48999,2720.4187
2018-06-15,2779.659912,2720.125
2018-06-18,2773.75,2698.6936
2018-06-19,2762.5900880000004,2716.6958
2018-06-20,2767.3200680000004,2709.2417
2018-06-21,2749.76001,2715.7024
2018-06-22,2754.879883,2714.1287
2018-06-25,2717.070068,2690.1067
2018-06-26,2723.060059,2696.6943
2018-06-27,2699.629883,2698.4485
2018-06-28,2716.3100590000004,2689.9912
2018-06-29,2718.370117,2692.1035
2018-07-02,2726.709961,2692.492
2018-07-03,2713.219971,2696.9204
2018-07-05,2736.6101070000004,2709.5342
2018-07-06,2759.820068,2703.0396
2018-07-09,2784.169922,2719.812
2018-07-10,2793.840088,2727.5493
2018-07-11,2774.02002,2736.9805
2018-07-12,2798.290039,2736.2712
2018-07-13,2801.310059,2745.978
2018-07-16,2798.4299320000005,2753.6658
2018-07-17,2809.5500490000004,2752.9946
2018-07-18,2815.6201170000004,2753.7231
2018-07-19,2804.48999,2757.746
