Date,Real_Close,Single_Layer_Predicted,Dual_Layer_Predicted,Single_Layer_Error,Dual_Layer_Error
2017-11-17,2578.8500980000003,2555.3162,2485.5176,23.533935890625344,93.33249800000021
2017-11-20,2582.139893,2556.6167,2487.0955,25.52319378125003,95.04439300000013
2017-11-21,2599.030029,2562.6904,2489.5422,36.33959931250001,109.48782900000015
2017-11-22,2597.080078,2565.4102,2491.6467,31.669921749999958,105.43337800000018
2017-11-24,2602.4199220000005,2576.8252,2495.4678,25.594726687500497,106.9521220000006
2017-11-27,2601.4199220000005,2598.385,2505.1006,3.034912234375497,96.31932200000028
2017-11-28,2627.040039,2578.0012,2506.7026,49.03881829687498,120.3374389999999
2017-11-29,2626.070068,2581.4863,2507.7197,44.58373987499999,118.35036799999989
2017-11-30,2647.580078,2577.9426,2506.1047,69.63745104687496,141.4753780000001
2017-12-01,2642.219971,2575.388,2502.725,66.83203154687499,139.49497100000008
2017-12-04,2639.439941,2580.7163,2501.603,58.72363240625009,137.83694100000002
2017-12-05,2629.570068,2585.13,2500.7324,44.44018518749999,128.83766800000012
2017-12-06,2629.27002,2588.0789,2502.1772,41.19116257812493,127.09281999999985
2017-12-07,2636.97998,2592.545,2504.496,44.43505812500007,132.48397999999997
2017-12-08,2651.5,2594.8684,2506.753,56.631591796875,144.74699999999984
2017-12-11,2659.98999,2602.6433,2510.6555,57.346679453125034,149.3344900000002
2017-12-12,2664.110107,2608.74,2514.6663,55.37011676562497,149.4438070000001
2017-12-13,2662.850098,2610.4792,2516.0085,52.37084995312489,146.84159799999998
2017-12-14,2652.01001,2615.1475,2516.8425,36.862549062499966,135.16750999999977
2017-12-15,2675.810059,2611.5728,2516.047,64.23730509374991,159.76305899999988
2017-12-18,2690.1599120000005,2593.1128,2508.1526,97.04711903125053,182.00731200000064
2017-12-19,2681.469971,2619.4685,2508.6257,62.00146514062499,172.84427099999994
2017-12-20,2679.25,2627.112,2512.159,52.137939453125,167.0909999999999
2017-12-21,2684.570068,2632.1067,2516.7896,52.46337854687499,167.78046799999993
2017-12-22,2683.340088,2637.8843,2521.2043,45.45581065624992,162.13578800000005
2017-12-26,2680.5000000000005,2648.089,2529.42,32.410888671875455,151.08000000000038
2017-12-27,2682.620117,2656.383,2538.4458,26.237060359374937,144.17431699999997
2017-12-28,2687.5400390000004,2657.5374,2545.3108,30.002685484375434,142.22923900000023
2017-12-29,2673.6101070000004,2661.8882,2551.5398,11.721923406250426,122.07030700000041
2018-01-02,2695.8100590000004,2660.1956,2555.0354,35.614502359375365,140.77465900000016
2018-01-03,2713.0600590000004,2649.7944,2552.7935,63.265625406250365,160.26655900000014
2018-01-04,2723.98999,2651.7654,2551.1182,72.22460914062503,172.87179000000015
2018-01-05,2743.149902,2655.174,2549.5781,87.97582973437511,193.57180199999993
2018-01-08,2747.7099610000005,2665.2646,2551.6802,82.44531256250048,196.0297610000007
2018-01-09,2751.290039,2670.6252,2554.305,80.66479485937498,196.98503900000014
2018-01-10,2748.22998,2672.8433,2556.245,75.38671828125007,191.98498000000018
2018-01-11,2767.560059,2673.2344,2556.6301,94.32568399999991,210.92995900000005
2018-01-12,2786.23999,2678.2449,2557.3162,107.99511695312503,228.92378999999983
2018-01-16,2776.4199220000005,2688.4744,2558.5757,87.9455567656255,217.84422200000063
2018-01-17,2802.560059,2683.2031,2557.2964,119.35693399999991,245.26365899999973
2018-01-18,2798.0300290000005,2696.2705,2558.8086,101.75952118750047,239.22142900000063
2018-01-19,2810.3000490000004,2703.8684,2560.1965,106.4316407968754,250.10354900000038
2018-01-22,2832.9699710000004,2711.667,2562.1882,121.30297881250044,270.7817710000004
2018-01-23,2839.129883,2722.545,2566.145,116.58496112500006,272.9848830000001
2018-01-24,2837.540039,2732.1836,2570.0315,105.35644524999998,267.5085389999999
2018-01-25,2839.2500000000005,2733.0337,2571.5325,106.21630859375045,267.71750000000065
2018-01-26,2872.8701170000004,2741.5122,2573.1448,131.3579099687504,299.72531700000036
2018-01-29,2853.530029,2758.0383,2577.862,95.49169892187501,275.66802899999993
2018-01-30,2822.429932,2760.441,2581.7979,61.98901403125001,240.63203199999998
2018-01-31,2823.810059,2750.5745,2582.134,73.23559610937491,241.6760589999999
2018-02-01,2821.9799800000005,2749.7668,2581.7034,72.21313429687552,240.27658000000065
2018-02-02,2762.1298830000005,2750.887,2581.8787,11.242920109375518,180.2511830000003
2018-02-05,2648.9399410000005,2730.253,2578.349,81.31298868749946,70.59094100000038
2018-02-06,2695.139893,2671.7502,2564.7334,23.38964885937503,130.40649299999995
2018-02-07,2681.659912,2641.254,2547.9575,40.40600575000008,133.7024120000001
2018-02-08,2581.0,2640.3416,2537.0793,59.341552734375,43.920700000000124
2018-02-09,2619.550049,2593.181,2520.2021,26.369140796874944,99.34794899999997
2018-02-12,2656.0000000000005,2570.4358,2503.8196,85.56420898437545,152.18040000000065
2018-02-13,2662.9399410000005,2591.6572,2497.7637,71.28271443750054,165.17624100000057
2018-02-14,2698.629883,2603.7322,2496.7908,94.89770526562506,201.83908299999985
2018-02-15,2731.199951,2610.7842,2497.275,120.41577131250006,233.92495099999996
2018-02-16,2732.2199710000004,2633.4885,2502.3838,98.73144560937544,229.83617100000038
2018-02-20,2716.26001,2649.8162,2507.8484,66.44384789062497,208.4116100000001
2018-02-21,2701.330078,2656.3848,2511.3713,44.94531237499996,189.95877800000017
2018-02-22,2703.9599610000005,2655.8142,2513.6594,48.145752015625476,190.30056100000047
2018-02-23,2747.3000490000004,2659.9692,2515.0393,87.3308107187504,232.2607490000005
2018-02-26,2779.600098,2678.4785,2519.7554,101.12158237499989,259.8446979999999
2018-02-27,2744.280029,2695.6038,2525.222,48.67626923437501,219.0580289999998
2018-02-28,2713.8300780000004,2694.052,2528.981,19.778076046875412,184.8490780000002
2018-03-01,2677.6699220000005,2683.6716,2529.443,6.001708859374503,148.2269220000003
2018-03-02,2691.25,2664.1504,2526.229,27.099609375,165.02100000000019
2018-03-05,2720.939941,2663.358,2524.8809,57.58203084375009,196.05904099999998
2018-03-06,2728.1201170000004,2670.2988,2525.4502,57.82128887500039,202.66991700000017
2018-03-07,2726.8000490000004,2678.8901,2529.3247,47.9099122812504,197.47534900000028
2018-03-08,2738.969971,2681.2048,2532.778,57.76513701562499,206.1919710000002
2018-03-09,2786.5700680000004,2687.885,2538.491,98.68505823437545,248.07906800000046
2018-03-12,2783.02002,2707.8704,2545.4517,75.14965867187493,237.56831999999986
2018-03-13,2765.3100590000004,2723.5928,2553.2812,41.717285562500365,212.02885900000047
2018-03-14,2749.4799800000005,2723.446,2560.7896,26.033935078125523,188.69038000000046
2018-03-15,2747.330078,2725.455,2564.5918,21.874999874999958,182.7382779999998
2018-03-16,2752.01001,2719.5886,2567.6135,32.421386953124966,184.39651000000003
2018-03-19,2712.919922,2695.8342,2562.267,17.085693484375042,150.65292200000022
2018-03-20,2716.9399410000005,2699.7783,2562.4075,17.161620687500545,154.53244100000074
2018-03-21,2711.9299320000005,2697.2844,2562.6262,14.645508171875463,149.3037320000003
2018-03-22,2643.6899410000005,2691.5654,2563.3472,47.875488687499455,80.34274100000039
2018-03-23,2588.2600100000004,2657.2942,2557.4097,69.03417945312458,30.850310000000263
2018-03-26,2658.5500490000004,2626.5476,2548.0364,32.0024415781254,110.51364900000044
2018-03-27,2612.620117,2631.3455,2543.0461,18.725341984375063,69.57401699999991
2018-03-28,2605.0000000000005,2617.0437,2536.3474,12.043701171874545,68.65260000000035
2018-03-29,2640.870117,2603.764,2528.0847,37.10620098437494,112.78541700000005
2018-04-02,2581.8798830000005,2610.0398,2524.0212,28.159911921874482,57.85868300000038
2018-04-03,2614.449951,2594.1118,2516.4172,20.338134593750056,98.03275100000019
2018-04-04,2644.6899410000005,2595.544,2510.7695,49.145995687500545,133.92044100000066
2018-04-05,2662.8400880000004,2599.7087,2508.3235,63.13134776562538,154.5165880000004
2018-04-06,2604.469971,2613.1685,2509.9631,8.698486031250013,94.50687100000005
2018-04-09,2613.159912,2601.2776,2508.5227,11.882324109375077,104.63721200000009
2018-04-10,2656.8701170000004,2605.705,2508.4263,51.16503887500039,148.4438170000003
2018-04-11,2642.189941,2614.2756,2508.915,27.91430623437509,133.27494100000013
2018-04-12,2663.98999,2622.1328,2510.7307,41.857177500000034,153.25928999999996
2018-04-13,2656.300049,2630.6414,2513.815,25.658691578124944,142.4850489999999
2018-04-16,2677.8400880000004,2637.867,2516.7468,39.97314464062538,161.09328800000048
2018-04-17,2706.389893,2648.0671,2519.9663,58.32275432812503,186.42359299999998
2018-04-18,2708.639893,2655.9697,2524.3494,52.67016643750003,184.29049299999997
2018-04-19,2693.1298830000005,2660.651,2528.172,32.47900409375052,164.9578830000005
2018-04-20,2670.1398930000005,2659.679,2530.44,10.460937921875484,139.69989300000043
2018-04-23,2670.2900390000004,2649.6873,2531.322,20.602783140625434,138.96803900000032
2018-04-24,2634.560059,2650.475,2532.8662,15.91503865625009,101.69385899999997
2018-04-25,2639.399902,2628.957,2530.2024,10.442870750000111,109.19750199999999
2018-04-26,2666.939941,2623.0876,2527.0,43.85229451562509,139.9399410000001
2018-04-27,2669.9099120000005,2624.5352,2525.1226,45.37475575000053,144.78731200000038
2018-04-30,2648.050049,2630.0476,2526.1545,18.002441578124944,121.89554899999985
2018-05-01,2654.800049,2623.8152,2524.4736,30.984863453124944,130.32644900000014
2018-05-02,2635.6699220000005,2624.6235,2522.936,11.046386843750497,112.73392200000035
2018-05-03,2629.72998,2613.0198,2519.4863,16.71020460937507,110.24368000000004
2018-05-04,2663.4199220000005,2607.2231,2515.1365,56.1967774687505,148.28342200000043
2018-05-07,2672.6298830000005,2616.9978,2515.2124,55.63208026562552,157.41748300000063
2018-05-08,2671.919922,2626.7688,2518.1602,45.15112317187504,153.75972200000024
2018-05-09,2697.7900390000004,2622.8296,2519.673,74.96044915625043,178.11703900000066
2018-05-10,2723.070068,2629.7542,2521.139,93.31591760937499,201.93106799999987
2018-05-11,2727.719971,2648.9707,2525.686,78.74926787499999,202.03397099999984
2018-05-14,2730.129883,2661.0068,2532.949,69.12304706250006,197.180883
2018-05-15,2711.4499510000005,2669.0178,2539.0093,42.43212873437551,172.44065100000034
2018-05-16,2722.4599610000005,2664.972,2541.6624,57.488037171875476,180.79756100000031
2018-05-17,2720.129883,2670.1929,2543.8079,49.93701190625006,176.32198300000027
2018-05-18,2712.9699710000004,2669.4436,2543.9585,43.52636748437544,169.01147100000026
2018-05-21,2733.0100100000004,2667.9834,2544.2964,65.02661156250042,188.71361000000024
2018-05-22,2724.439941,2678.0125,2547.0386,46.42748982812509,177.40134100000023
2018-05-23,2733.2900390000004,2676.8445,2548.1138,56.445556578125434,185.17623900000035
2018-05-24,2727.76001,2680.915,2548.6648,46.844970937499966,179.09520999999995
2018-05-25,2721.3300780000004,2682.089,2549.468,39.24096667187541,171.86207800000057
2018-05-29,2689.8601070000004,2685.2468,2551.152,4.613280828125426,138.70810700000038
2018-05-30,2724.0100100000004,2666.5076,2548.6038,57.50244164062542,175.40621000000056
2018-05-31,2705.2700200000004,2673.7083,2548.0757,31.561768046875386,157.19432000000052
2018-06-01,2734.620117,2661.947,2545.3914,72.67309551562494,189.22871699999996
2018-06-04,2746.870117,2674.89,2546.9636,71.98022442187494,199.9065169999999
2018-06-05,2748.800049,2686.768,2550.8623,62.031982593749944,197.93774900000017
2018-06-06,2772.3500980000003,2692.3752,2554.265,79.97485385937534,218.08509800000047
2018-06-07,2770.370117,2700.242,2557.8523,70.12817364062494,212.51781699999992
2018-06-08,2779.030029,2706.1023,2560.852,72.92773407812501,218.17802900000015
2018-06-11,2782.0,2717.0244,2566.0305,64.9755859375,215.96950000000015
2018-06-12,2786.850098,2721.4907,2570.7712,65.35937534374989,216.07889799999975
2018-06-13,2775.6298830000005,2724.4902,2574.349,51.13964862500052,201.28088300000036
2018-06-14,2782.48999,2720.4187,2575.5337,62.071288828125034,206.95629000000008
2018-06-15,2779.659912,2720.125,2575.9915,59.53491200000008,203.668412
2018-06-18,2773.75,2698.6936,2569.0684,75.056396484375,204.6815999999999
2018-06-19,2762.5900880000004,2716.6958,2570.0127,45.89428721875038,192.57738800000016
2018-06-20,2767.3200680000004,2709.2417,2569.693,58.07836878125045,197.62706800000024
2018-06-21,2749.76001,2715.7024,2571.6523,34.057617421874966,178.10770999999977
2018-06-22,2754.879883,2714.1287,2573.1882,40.75122089062506,181.691683
2018-06-25,2717.070068,2690.1067,2565.7598,26.963378546874992,151.31026800000018
2018-06-26,2723.060059,2696.6943,2562.318,26.36572306249991,160.7420589999997
2018-06-27,2699.629883,2698.4485,2560.3425,1.1813966718750635,139.28738299999986
2018-06-28,2716.3100590000004,2689.9912,2557.853,26.318848062500365,158.4570590000003
2018-06-29,2718.370117,2692.1035,2557.9307,26.266601374999937,160.43941700000005
2018-07-02,2726.709961,2692.492,2558.5447,34.21801764062502,168.1652610000001
2018-07-03,2713.219971,2696.9204,2561.8557,16.299560843749987,151.36427099999992
2018-07-05,2736.6101070000004,2709.5342,2569.896,27.075927312500426,166.71410700000024
2018-07-06,2759.820068,2703.0396,2573.981,56.78051721874999,185.83906799999977
2018-07-09,2784.169922,2719.812,2579.8335,64.35791028125004,204.33642199999986
2018-07-10,2793.840088,2727.5493,2584.6577,66.29077159374992,209.18238799999972
2018-07-11,2774.02002,2736.9805,2589.5652,37.03955124999993,184.45481999999993
2018-07-12,2798.290039,2736.2712,2593.9785,62.01879876562498,204.3115389999998
2018-07-13,2801.310059,2745.978,2598.5032,55.33203165624991,202.8068589999998
2018-07-16,2798.4299320000005,2753.6658,2603.4475,44.76416051562546,194.98243200000024
2018-07-17,2809.5500490000004,2752.9946,2606.706,56.5554200937504,202.84404900000027
2018-07-18,2815.6201170000004,2753.7231,2608.2805,61.89697246875039,207.33961700000054
2018-07-19,2804.48999,2757.746,2609.383,46.743896250000034,195.10699000000022
2018-07-20,2801.830078,2753.596,2609.2063,48.23413073437496,192.62377800000013
2018-07-23,2806.97998,2754.2766,2608.4226,52.70336867187507,198.5573800000002
2018-07-24,2820.399902,2757.753,2609.3784,62.64697231250011,211.02150200000005
2018-07-25,2846.070068,2757.0908,2609.1047,88.97924768749999,236.96536800000013
2018-07-26,2837.4399410000005,2763.5574,2608.9995,73.88256795312554,228.44044100000065
2018-07-27,2818.820068,2767.1228,2608.3948,51.69726526562499,210.42526799999996
2018-07-30,2802.6000980000003,2769.754,2608.283,32.846191750000344,194.31709800000044
2018-07-31,2816.290039,2769.4382,2608.2712,46.85180657812498,208.01883899999984
2018-08-01,2813.360107,2765.3267,2606.2825,48.03344684374997,207.07760700000017
2018-08-02,2827.219971,2769.5586,2606.4688,57.66137724999999,220.75117099999989
2018-08-03,2840.3500980000003,2772.1396,2607.7224,68.21044956250034,232.62769800000024
2018-08-06,2850.399902,2783.531,2612.0298,66.86889614062511,238.37010200000032
2018-08-07,2858.4499510000005,2791.373,2617.843,67.07690412500051,240.60695100000066
2018-08-08,2857.699951,2795.7935,2622.285,61.906493968750056,235.4149510000002
2018-08-09,2853.5800780000004,2802.571,2627.0725,51.00903307812541,226.5075780000002
2018-08-10,2833.280029,2805.4138,2630.2747,27.866210640625013,203.00532900000007
2018-08-13,2821.9299320000005,2798.5579,2630.777,23.372070671875463,191.15293200000042
2018-08-14,2839.959961,2794.0237,2631.2422,45.93627935937502,208.71776099999988
2018-08-15,2818.370117,2797.3752,2632.9744,20.994872859374937,185.39571699999988
2018-08-16,2840.689941,2781.0327,2631.3098,59.65722615625009,209.3801410000001
2018-08-17,2850.129883,2789.9001,2631.9055,60.22973651562506,218.22438300000022
2018-08-20,2857.050049,2797.3325,2633.9685,59.717529468749944,223.081549
2018-08-21,2862.9599610000005,2805.4915,2638.2449,57.468505921875476,224.71506100000033
2018-08-22,2861.820068,2806.4346,2641.0947,55.38549768749999,220.7253679999999
2018-08-23,2856.97998,2817.3323,2644.5972,39.64770460937507,212.3827799999999
2018-08-24,2874.689941,2817.888,2647.7043,56.80200154687509,226.98564100000021
2018-08-27,2896.7399900000005,2824.5508,2651.6182,72.18920875000049,245.1217900000006
2018-08-28,2897.5200200000004,2828.7751,2655.7456,68.74487351562539,241.7744200000002
2018-08-29,2914.040039,2836.5403,2660.2756,77.49975579687498,253.76443900000004
2018-08-30,2901.129883,2843.7295,2663.7937,57.40039081250006,237.3361829999999
2018-08-31,2901.52002,2844.8489,2666.5947,56.67114304687493,234.92531999999983
2018-09-04,2896.719971,2845.4883,2668.2996,51.23168974999999,228.42037100000016
2018-09-05,2888.600098,2841.4685,2668.102,47.13159214062489,220.49809800000003
2018-09-06,2878.050049,2836.156,2666.5332,41.894043140624944,211.5168490000001
2018-09-07,2871.6799320000005,2831.9717,2665.027,39.70825231250046,206.65293200000042
2018-09-10,2877.129883,2831.8574,2663.3274,45.27246112500006,213.80248299999994
2018-09-11,2887.889893,2835.6333,2663.3596,52.25659221875003,224.53029300000026
2018-09-12,2888.919922,2835.1953,2663.7634,53.72460950000004,225.15652200000022
2018-09-13,2904.1799320000005,2833.593,2662.815,70.58691442187546,241.3649320000004
2018-09-14,2904.97998,2840.718,2662.942,64.26196242187507,242.03798000000006
2018-09-17,2888.8000490000004,2844.1755,2664.3992,44.6245118906254,224.40084900000056
2018-09-18,2904.310059,2843.9285,2666.4617,60.38159220312491,237.84835900000007
2018-09-19,2907.949951,2847.669,2667.458,60.281005687500056,240.49195099999997
2018-09-20,2930.75,2847.2578,2668.1426,83.4921875,262.60739999999987
2018-09-21,2929.669922,2853.268,2669.4504,76.40185559375004,260.21952199999987
2018-09-24,2919.370117,2829.61,2661.2026,89.76000957812494,258.16751699999986
2018-09-25,2915.560059,2849.0994,2661.1597,66.46069376562491,254.40035899999975
2018-09-26,2905.969971,2854.208,2661.515,51.76196318749999,244.4549710000001
2018-09-27,2914.0000000000005,2856.6548,2660.7725,57.345214843750455,253.22750000000042
2018-09-28,2913.97998,2855.2446,2660.9573,58.73535109375007,253.02268000000004
2018-10-01,2924.5900880000004,2854.836,2660.7842,69.75415050000038,263.8058880000003
2018-10-02,2923.429932,2858.3806,2662.6655,65.04931676562501,260.76443199999994
2018-10-03,2925.5100099999995,2862.0496,2663.6133,63.46044945312451,261.89670999999953
2018-10-04,2901.6101070000004,2859.7935,2664.9976,41.816649968750426,236.61250700000028
2018-10-05,2885.5700680000004,2856.1377,2664.9824,29.432372687500447,220.58766800000058
2018-10-08,2884.429932,2852.4302,2664.3892,31.999756218750008,220.04073199999993
2018-10-09,2880.340088,2846.3708,2663.6084,33.96923839062492,216.73168799999985
2018-10-10,2785.679932,2839.3699,2662.4045,53.68994104687499,123.27543199999991
2018-10-11,2728.3701170000004,2795.6643,2652.0486,67.29418964062461,76.32151700000031
2018-10-12,2767.129883,2749.0942,2634.555,18.035644718750063,132.57488300000023
2018-10-15,2750.7900390000004,2746.265,2621.6057,4.525146421875434,129.18433900000036
2018-10-16,2809.9199220000005,2741.694,2612.4155,68.2258302031255,197.50442200000043
2018-10-17,2809.209961,2745.907,2608.9148,63.30297857812502,200.295161
2018-10-18,2768.780029,2753.3838,2608.0957,15.396239937500013,160.68432900000016
2018-10-19,2767.780029,2746.9417,2604.15,20.838378609375013,163.63002899999992
2018-10-22,2755.879883,2743.7007,2601.0127,12.179199406250063,154.86718299999984
2018-10-23,2740.6899410000005,2742.5986,2598.3638,1.9086918124994554,142.32614100000046
2018-10-24,2656.1000980000003,2716.821,2589.3635,60.720946921874656,66.73659800000041
2018-10-25,2705.570068,2681.242,2574.386,24.328124640624992,131.18406800000002
2018-10-26,2658.689941,2675.4075,2561.924,16.71752970312491,96.76594100000011
2018-10-29,2641.25,2650.4956,2547.6946,9.24560546875,93.55540000000019
2018-10-30,2682.6298830000005,2637.3481,2534.2239,45.28173846875052,148.40598300000056
2018-10-31,2711.73999,2633.8733,2522.663,77.86669898437503,189.07699000000002
2018-11-01,2740.3701170000004,2643.0032,2517.695,97.36694317187539,222.67511700000023
2018-11-02,2723.060059,2662.6316,2518.138,60.42846720312491,204.922059
2018-11-05,2738.310059,2676.5327,2521.0994,61.77734415624991,217.21065899999985
2018-11-06,2755.4499510000005,2696.7754,2527.3623,58.67456037500051,228.08765100000073
2018-11-07,2813.8898930000005,2713.0706,2535.5723,100.81933635937548,278.31759300000067
2018-11-08,2806.8300780000004,2725.158,2545.983,81.67211901562541,260.84707800000024
2018-11-09,2781.0100100000004,2737.5671,2555.7893,43.44287132812542,225.2207100000005
2018-11-12,2726.2199710000004,2732.049,2560.7385,5.829101265624558,165.4814710000005
2018-11-13,2722.1799320000005,2719.011,2563.4285,3.1689456718754627,158.75143200000048
2018-11-14,2701.5800780000004,2709.095,2561.4304,7.514892703124588,140.14967800000022
2018-11-15,2730.199951,2694.4763,2556.6233,35.723632640625056,173.57665099999986
2018-11-16,2736.27002,2692.2817,2553.085,43.98828171874993,183.1850199999999
2018-11-19,2690.7299800000005,2691.7505,2552.304,1.0205082812494766,138.42598000000044
2018-11-20,2641.889893,2683.4236,2550.8052,41.53369098437497,91.08469300000024
2018-11-21,2649.929932,2654.3406,2543.3057,4.410644171874992,106.62423200000012
2018-11-23,2632.5600590000004,2658.613,2540.9333,26.052978109374635,91.62675900000022
2018-11-26,2673.449951,2667.7517,2544.1487,5.6982420156250555,129.30125099999987
2018-11-27,2682.169922,2653.3354,2541.0017,28.834472781250042,141.16822200000024
2018-11-28,2743.7900390000004,2656.5715,2540.0293,87.21850579687543,203.76073900000029
2018-11-29,2737.800049,2668.8123,2541.217,68.98779314062494,196.58304899999985
2018-11-30,2760.1699220000005,2682.041,2544.8928,78.1289063750005,215.27712200000042
2018-12-03,2790.3701170000004,2679.8035,2545.5535,110.56665020312539,244.8166170000004
2018-12-04,2700.0600590000004,2701.3323,2548.6968,1.272216390624635,151.3632590000002
2018-12-06,2695.949951,2682.9463,2546.427,13.003661937500056,149.52295099999992
2018-12-07,2633.080078,2656.7458,2538.7188,23.665771609375042,94.36127799999986
2018-12-10,2637.719971,2643.8367,2532.0388,6.116698921875013,105.68117100000018
2018-12-11,2636.780029,2630.4233,2525.1907,6.356689156250013,111.5893289999999
2018-12-12,2651.0700680000004,2626.656,2521.328,24.414062140625447,129.74206800000047
2018-12-13,2650.540039,2627.9573,2519.1726,22.58276360937498,131.3674390000001
2018-12-14,2599.949951,2628.2656,2517.122,28.315673999999944,82.82795100000021
2018-12-17,2545.9399410000005,2610.1997,2511.7927,64.25976603124946,34.14724100000058
2018-12-18,2546.159912,2576.2983,2500.3057,30.138427843749923,45.85421200000019
2018-12-19,2506.959961,2558.7034,2489.6143,51.74340814062498,17.345660999999836
2018-12-20,2467.419922,2526.7905,2474.3633,59.37060534374996,6.943377999999939
2018-12-21,2416.6201170000004,2481.2107,2453.607,64.59057635937461,36.98688299999958
2018-12-24,2351.100098,2429.4932,2427.6196,78.39306606250011,76.5195020000001
2018-12-26,2467.699951,2432.5093,2408.1301,35.190673656250056,59.5698510000002
2018-12-27,2488.8300780000004,2425.1182,2393.8345,63.71191393750041,94.99557800000048
2018-12-28,2485.73999,2434.2385,2385.0974,51.501464609375034,100.64258999999993
2018-12-31,2506.850098,2451.1768,2381.3894,55.67334018749989,125.46069799999987
2019-01-02,2510.030029,2470.8965,2382.0857,39.13354462500001,127.94432899999993
2019-01-03,2447.8898930000005,2479.6584,2383.1304,31.768554265624516,64.75949300000048
2019-01-04,2531.939941,2470.4229,2380.8938,61.51708943750009,151.04614100000026
2019-01-07,2549.689941,2486.4863,2382.128,63.20361287500009,167.56194099999993
2019-01-08,2574.409912,2503.3193,2386.1746,71.09057606250008,188.23531200000025
2019-01-09,2584.9599610000005,2516.726,2392.5273,68.23388678125048,192.43266100000028
2019-01-10,2596.6398930000005,2528.0122,2399.5186,68.62768596875048,197.1212930000006
2019-01-11,2596.26001,2540.4436,2407.997,55.816406484374966,188.26301000000012
2019-01-14,2582.610107,2550.7305,2416.5403,31.87963824999997,166.06980699999986
2019-01-15,2610.300049,2549.572,2422.5903,60.728027515624944,187.7097490000001
2019-01-16,2616.100098,2560.4924,2428.8398,55.60766635937489,187.2602979999997
2019-01-17,2635.9599610000005,2562.1968,2434.1775,73.76318365625048,201.7824610000007
2019-01-18,2670.709961,2568.756,2439.4172,101.95385748437502,231.29276100000016
2019-01-22,2632.899902,2582.01,2444.5947,50.88989223437511,188.305202
2019-01-23,2638.699951,2580.8076,2447.526,57.892333812500056,191.17395100000022
2019-01-24,2642.330078,2591.4844,2452.5293,50.84570299999996,189.8007779999998
2019-01-25,2664.7600100000004,2601.8135,2457.6262,62.94653343750042,207.13381000000027
2019-01-28,2643.8500980000003,2610.5923,2462.6008,33.257812843750344,181.24929800000018
2019-01-29,2640.0,2611.4058,2466.3296,28.59423828125,173.67039999999997
2019-01-30,2681.0500490000004,2614.1865,2470.2676,66.8635255625004,210.78244900000027
2019-01-31,2704.1000980000003,2622.245,2475.0103,81.85498081250034,229.08979800000043
